0,服务 很棒 烤肉酱 好吃 老板 烤 拌 饭 好吃 好评   辣白菜 饼   牛肉 拌 饭   肥牛 五花肉
0,味道 不错 自助餐 档次 环境 不错 值得
0,送货 服务
0,麻辣 牛肉 真 好吃 鹅肠 不错 火锅 味道 真的
0,点 外卖 出 校门 吃
0,挺 味道 两个 吃不完   冬瓜   红汤 锅底   莴笋 头
0,好吃     老 顾客     值得 吃
0,挺   环境 挺   味道 赞   团购 不划算   图三 288 三 坨 肉   感觉 性价比 太低   早   哈哈哈哈 哈哈哈   希望 推出 更 团购 套餐   还会     份量 稍微 多一点点   哈哈哈
0,味道 老板娘 服务 周到 喜欢 吃 他家 乌鱼
0,牛肉 好吃 味道 特 地带 朋友 吃 老板 服务 热情
0,送货 没 想 问问 套餐 中 上次 没 没 说
0,味道 不错 菜品 挺 价格 便宜
0,喜欢 吃 这家 面 块儿 味道
0,好吃 难吃  
1,食材 不好 吃 第二天 拉肚子
0,味道 不错 份量 足 担心 四个 人够
0,好吃 中锅 份量 好少 配菜 倒 挺 第一次 点 太 失望
0,好吃 服务 周道 有意思 特别 很棒 步行街 鱿鱼 西施 对面 好吃 味道 棒棒 哒 进 店里 香香的 火锅 底料 好吃 看着 干净 味道 一级 棒 装修 一级 棒 反正 感觉 店 生意 火爆 好多 服务员 态度 好好 没有 团购 怠慢 板凳 特色 不错 特色 一家 100 分 骄傲
0,超级 差评 足足 一个半 小时 分量 一串 半串 两串 一串 偷奸耍滑 最气 商家 自作主张 换掉 菜品 没 说 一声 反正 没有 一点 满意 lowlowlow
0,量 足 两个 吃饱 噢 味道 不错 吃
0,好吃   干净   卫生   味道   菜 饮料 全
0,第一次 这家 门外 看人 挺 想着 试一下 吃 家 烤鸭 感觉 他家 烤鸭 皮脆 不腻 葱 黄瓜 新鲜 自助 调料 选择 喜欢 他家 菌菇 酱 青椒 鲜香 服务员 推荐 新菜 糍粑 红糖 没有 太甜 感觉 口感 挺不错                                                                                                                                                       服务员 挺 热情周到 笑 很甜 送 果盘 愉快 晚餐 下次 还来 希望 这家 店 越来越
0,好吃 不腻 上瘾 吃 几次
0,挺
0,味道 不错 鸡蛋 仔 真心 好吃 奶茶 好喝
1,差评 猪蹄 坏 臭 真 恶心 再也 这家 点餐
1,我点 两份 面 到手 两份 米线 清汤 香菇 炖鸡 米线 一股 异味
0,菜品 新鲜 麻辣 味道鲜美 服务 热情 环境
0,外面 买     肯定 现做     特别 贵
0,实惠
0,咖啡 好喝 蛋糕 好吃 不错
0,饭 真的 少 特地 买 块 大份 一点点 随便 哪家 一块 分量 饭 辣鸡
0,菜 不错   便宜 好吃     没 花 太久 等位   不错   开心
0,好吃 强力 推荐 不错 不错
0,菜品 可口       味道       价格 优惠     上菜 快   服务周到
0,我点 肥牛   吃 一股 羊骚味     放错   菜品  
0,好吃 吃 难吃 郁闷
0,团购 特别 划算 味道 不错 鸡蛋 仔比 店铺 甜点 喜欢
0,味道 行
1,确实 差评 龙利鱼 味道 滑肉 没有 熟有 臭味 真的 语 分量 少 咸   第一次 差评 确实
0,环境     特别 温馨     地方 找     老板 年轻 姐姐   做 过程   放 好多 蔓越莓     料足   味道 超级 棒     还会 diy 推出     支持
0,味道 服务 下次 还会来
0,酸菜鱼 摆 下次 酸菜鱼 巴适 特色 特色 特色 可惜 忘
0,19 块 26 涨价
0,味道 不错 服务 说 性价比 高 套餐 分量 巨足   半只 烤鸭
0,不错 亮点
0,第一次 吃饭 清淡 菜 我点 多放醋 感觉 吃 酸 汤 味道 没有
1,  扇贝 一点 好吃   花甲 全是 空壳   重点 拉肚子 拉 三天 拉 晕   千万 这家
0,特别 慢 晚点 半个 小时 送到 吃 完 久 好吃
1,确实 无语 两只 虫 扒起 送 喊 一根 毛 久 喊 一单 样子 卫生 质疑
0,记不清 第几次 团 ← ← 满意 好吃 原价 一点 贵 团购 合适 小吃
0,二人 餐 小贵 味道 不错
0,味道 一如既往 骨头 蔬菜 搭配 越来越 不错
0,推荐     喜欢 喝 贡茶   性价比 高
0,值得 购买 好吃 便宜 口感 试试看
0,味道   团购 核算   服务   环境 不错
0,服务周到   价格合理   味道 不错
0,口味 不错 吃 几次 说 四人餐 三个 吃 合适 凉菜 好吃
0,好喝 好喝 好喝   老 顾客
0,划算 味道 小哥 服务态度 赞
1,虫子 太 恶心
0,新装修 环境 牛排 味道 更 不错 价格 涨
0,不错 味道 极好 肥肠 糯 价格合理 划算 下次   肥肠 面
0,难吃 鸡全 边角 没得点 肉
0,朋友 订 生日礼物 喜欢 口味 分量 够 寝室 室友 吃 值得
1,饭 钢丝 球 钢丝
0,第二次 团购 味道 赞 强烈推荐 环境 装修 美
0,吃 拉肚子 拉 老公 几天   孕妇   味道   菜品 新鲜   菜 两个 吃不完   可惜 拉肚子
0,楼下 一家 贝尔 麦莎 味道 不错
0,服务周到 味道 团购 挺 便宜 加 两道 不辣 坐 包间 共花 不贵 大赞
1,吃 一半 蟑螂 粉转路
0,第一次 吃 男朋友 吃 带 家人 吃 服务周到 食物 美味 五个 人团 两个 双人 餐 木有 吃 完 分量 足 面 好吃
0,味道
1,平时 吃 味道 本来 吃 开心 吃 虫 吐 惨 太 恶心 再也 不吃 华莱士
0,不想 说 晚 小时 送到 味道
1,再也不会   送 慢 说   送来 东西 臭   吃 嘴里 怪味   可想 店有 多脏   卤 牛肉   恶心   饭 恶心   黄不拉   店 顾客 当人
0,好吃 服务 热情
0,送到 没 电话 饿死 放在 店里
0,去过 冒菜 特别 好吃 环境 很棒 干净 卫生
0,蛋糕 做 不错 口味 选择
0,好吃 分量 超级 喜欢
0,吃   环境   服务员 态度   收银员 态度 差   每次 一张 马脸
0,朋友 逛街 累 有團购 休息 奶茶 味道 不错 服务态度 问 时 耐心 回答 很优 平常 休息 上上网 肯定 一大 享受 回去 时 顺便 打包 几杯 家里 朋友 说 不错 好评 人气 拉上 來
0,喜欢 信号 不好
0,中午 同事 吃 验证 上菜 很快 份量 挺 足 喜欢 吃 菜 味道 不错 吃 有点咸 没什么 影响 吃 鸳鸯锅 汤圆 不错 吃 好几碗 服务态度 不错 端茶 倒水 速度 很快 环境 下次 还会
0,重庆 特色 饮品 重庆 玩 喝 饮品 红枣 味会 原味
0,味道 不错 上菜 快 下次 还来 地方 找
0,菜品 一如既往 菜量 单点 还足
0,第三次 吃 味道 不错   老板 热情
0,特别 难吃 糊
0,老 顾客 喜欢
1,越来越 差 土豆 水臭 鱿鱼 好像 没 煮熟 味道 怪怪的
0,好吃 实惠 下次 再来
0,东西 好吃 服务员 很漂亮
0,味道 不错 老板 热情
1,太 卫生 米饭 里 头发 鸡腿 避孕套 胶 饭 吐出来 太 卫生 想想 想 吐
0,味道 不错 服务 偏 不太好 找
0,辣翅 冷 胡
0,回头客 不错
0,菜品 新鲜 环境 舒服 服务 周到 老 顾客
0,服务 菜品 分量 足 下次 还来 好评
1,饭 菜 叶子   蚊子   老板 卫生
0,重庆 旅游 吃 串串 这家 店老板 热情 主动 告诉 美团 划算 一共 买 杯 口味 不错
0,好吃 好吃 老 顾客
0,送 速度 很快   东西 太 难吃   难吃 紫薯 派 不错
1,虾仁 臭 别当 消费者 傻子 臭闻
1,土豆丝 里 钢丝网 盐 煎肉 钢丝网 味道
0,真的 超级 难吃 有种 怪味 送餐 慢 慢 两个 半小时 明明 备注 生姜 久 送过来 放 生姜 味道 重 没 办法 吃 海鲜 炒饭 无力 吐槽 包装
0,位置 找到 老板 热情 服务态度 服务员 礼貌 菜品 菜品 希望 老板 推出 一点 菜品 更 希望 许多许多 免费 小吃 希望 老板 进口 一点 韩国 米酒 日本 米酒 希望 老板 对店 整体 装饰 改变 风格 必尽 日式 烧烤 说 参加 一点 日式 风格
0,榴莲 芒果 披萨 味道 记忆 中 相差 甚远
0,每次 喝 喜欢   好评
0,超级 好吃 超级 排队 排 好久
0,好吃 服务 不错 价格 很值
0,饭 没熟 夹生饭 米饭
0,这家 吃 味道 真心 不错 老板 服务周到 分量 足 第一次 美团定 划算
0,服务态度 一点
0,环境 不错 特色 菜品 精致 味道 不错 特色菜 冰鱼 牛排 棒 老板 服务周到 亲和力 不错 就餐
0,味道 不错 辣 重庆 本色
0,好吃 味道 爽 超 喜欢
0,难吃 全是 憨 肉
0,第二次 口味 爽 越 吃 越麻 辣 环境 不错
0,饿死 连饿 不想 吃 真 难吃 肥肉
1,筒 骨 咸 辣   好大 一股 添加剂 味道   蛋炒饭 全是 味精 味   豆皮   洋芋   干辣   味道  
0,味道 棒棒 团购 划算 不腻 店员 态度 楼下 叉子 塑料 高大 下次 换个 口味 还会
0,份量 少 对得起 价格
0,感觉 不错 送 朋友 照片 美 味道 不错 客服 热情 值得 购买
0,不错   一如既往
0,老板娘 热情 鱼好 两斤 三个 吃 一下下 没 点 划算
0,不错 味道 地方 好找 老 顾客
0,你家 点   想 问 我点 回锅肉 肉 肉 肉
0,味道 不错 葱油饼 小孩 吃 辣
0,环境 不错 量 足 两个 女生 吃 吃不完 樱花 寿司 土豆 沙拉 好吃
0,不错 一家 餐厅 喜欢 他家 装修 风格 菜品 棒棒 哒 下次
0,第二次 咯 请 朋友 小聚 菜品 满意
0,小票 顶头 几个 字 泡椒 肉丝 炒粉 看不见 醉 炒粉 无色 无味 反正 差评 在乎
0,孩子 清汤 味道 感觉 没 l 经济 干净
1,肉夹馍 咬了一口 一股 酸味 闻 臭 告诉 肉夹馍 味道 没吃过 讲道理 面条 味道 我点 肉夹馍 点 10 块 最贵 很肥 说 酸臭 第一次 差评 好自为之
0,我点 炮头 大哥 两 炮头 卖
0,好吃 玉米粒 生 黄瓜片 生 没有 味道 吃不下 鸡排 放 沙拉酱 鸡排 咸 麻 沙拉酱 酸酸甜甜 诡异 味道
0,第一次 低 评价 送过来 真的 好吃 外卖 迟到 半个 小时
0,服务 味道 棒 热烈 推荐 朋友
0,无论是 态度 味道 一级 棒 大赞
1,外卖 东西 很差 说 死 虾子 吃 拉肚子 剥开 虾子 肉 萎缩 一看 死 颜色 黑 没有 差评 这是 第一次 太过分
0,不错 爱 提拉 米苏 焦糖 布丁
1,薯条 没 手 抓 饼 腥味
0,芒果 优格果 漾 真的 不错 国庆 期间 接受 美团 最棒 一点 好多 地方 国庆 期间 拒绝 美团 用户 商家 做 很棒 芒果 味道 果料 充足 配料 好喝 位置 好找 青年 广场
0,棒 吃 老板 大方 物品 便宜 味道 下次
1,肉 臭   坏 丢   卖
0,味道 不错 去过 几次 环境 一般般
0,第二次 光顾 味道 不错 服务 下次 还会来   烤 五花肉   豆腐汤   烤 精品 肥牛
1,难吃 生 蚝 坏 腥 茄子 蒜蓉 多久 发臭 千千 牛肉 碳 烤 微波炉 加热 肉质 买 成品 肉 祈祷 刚刚 吃 几口 拉肚子
0,份量 足 味道 不错 三个 人吃个 小锅 足足有余 肉 口味 适合 有空 吃
0,满意   吃   价格 实惠   味道
1,香辣 爬 爬 虾 全是 放 久 死 虾 味道 没有 肉质 黄色 提前 告诉 商家 死 虾 新鲜 没有 良心 商家 搭理 放 久 死 虾 商家 没有 良心 说话 态度恶劣 说 买 东西 送到 事 买 倒霉 买 吃亏
0,好吃 辣味 十足 小时候 吃 酥 肉 更香 更 有味
0,鸡杂 一层 全是 菜   味道  
0,菜品 不错 味道 环境 优雅 服务质量 值得 朋友 满意
1,放 几天 海带 变质 卖 谨慎 购买
0,真的 难吃 ....
0,好吃 汤 真的 超 好喝
0,走 二十分钟 取餐 备注 里 番茄酱
0,39.9 两人餐 分量 很小 分量 很足 味道 不错
0,行 小贵 烤 熟
0,口感 环境 不错 服务员 态度
0,好吃 吃 菜品 新鲜
1,吃 拉肚子 一点 重庆 味道 没有
0,一如既往 好吃 第一次 生 煎 包 团购 身为 北方 面食 没 抵抗力 咔 咔 100 字 难 写 评价 老板 标点符号 行
0,脆皮 全鸡 腌 入味 鸡肉 太老 表面 脆皮 太 少 薄薄的 一层 粘 鸡 表面 脆皮 掉皮 没有 外脆 里 嫩 口感 全鸡 用料 太 次 四杯 奶茶 没有 一点 奶茶 味 全白 凉水 味道 只能 无味 形容 椰果 红豆 少 可怜 数都数 清 元 一杯 满意 没 味道 所用 材料 太 次 点 一只 全鸡 四杯 奶茶 店家 两只 一次性 手套 实际上 四个 吃 细心 贴心 处 改善 写下 体会 希望 参考 希
0,菜品 足 味道 服务 推荐
0,买 家 千层 蛋糕 重庆 吃 正宗 千层 真幸福 味道 一如既往 甜品 吃 空 带 朋友 试试
0,味道 不错 地方 好找 菜 新鲜 价格 合适
1,想 说 点 第一次 点 猪蹄 贵 吃 一口 嘴巴 里 毛 真心 恶心 猪蹄 丢 吃 米饭 土豆
0,味道 一如既往 鱼肉 嫩 入味 配菜 好吃 份量 足 四个 人去 吃 吃 饱 老板娘 热情 服务态度 反正 吃 烤鱼 就认 你家
1,真的 吃 好吃 皮皮虾 懂 怪 味道 太太 太 好吃 吃 三个 扔掉 包装 懂 怪 味道 反胃 真话 商家 勿 喷
0,吃 工作餐 首选 味道
0,服务 菜品 味道 上菜 速度 很快
1,红烧 牛肉 坏 店家 没 发现 牛肉 臭 肉末 茄子 苦 做糊 土豆丝 做 难吃 干 煸 肉丝 吃 太差 差 差
0,很大 杯 服务态度
0,味道 不错 冬至 夜人 太多 酒水 贵
0,味道鲜美 环境优美 菜品 新鲜 服务态度
0,几次 不错 选择 下次 还会 光顾
0,次 吃 味道 不错 菜品 下次 还来
1,味道 卫生 不好 说 钢丝 球 吃饭 醉 卫生 做 不好 口味 卵
0,真的 不错 下次 家 味道 分量 足
0,味道 一如既往 不错 很赞
0,味道 挺 地道 服务员 太 态度 下次 重庆
0,味道 不错 颜色 环境
0,分量 好足 两个 吃 够吃 送 饮料
1,买 几次 难吃 更 气氛 鹌鹑蛋 臭 臭 吐 想 举报 心情 老客户
1,我点 炝 炒 白菜 水煮 白菜 鱼 太 新鲜 差评
1,费用 高 拉肚子 耶
0,吃 几次   菜品    
1,点 三份 米饭   馊   打开 饭盒 闻到   说 没有 发现 馊   吃 拉坏 肚子   亏     做生意 讲 点 良心  
0,摸 良心 讲 这家 味道 确实 不错 鱼 现杀 现烤 新鲜 配菜 老板 热情 58 元 价格 超级 划算 强力 推荐
0,速度 特别 快 服务周到 味道 不错
0,太 难吃 食材 他家 做 白 瞎
0,挺不错 划得来 味道
0,不错 牛排 很嫩 孩子 爱 吃 只不过 忘 拍照 还会 关照
0,味道 烟味儿 特别
0,味道 排骨 好吃 下次 吃
0,好吃 服务 性价比 超高 希望
0,味 好吃
0,送 朋友 服务态度 挺
0,味道 真的 吃 贴 单子 太气 真的 好吃
0,很棒 大神 操作 独一无二 蛋糕 很香 肯定 好吃 老板 姐姐 赞
0,菜品 新鲜 分量 足 味道 不错 服务态度 没有 团购 区别对待 值得 赞 火锅 爱好者 地方 他家
0,吃 六婆   第一次 差评   两个 份量 筷子 一双 偷工减料 真的 一点点   味道 确实   起码 外卖 偷工减料   点 好几样 菜 没有   韭菜 海 白菜 没有   六串 牛肉 两片 每样 菜 一份   真的 气死   麻烦 店家 不当 顾客 傻子
0,蛮 好吃 菜 新鲜 下次 还会 这家 店
0,人去 百闻不如 一试 确实 不错 一家 串串香 店 店面 干净 整洁 说 说 串串香 菜品 荤素 分类 摆放 种类 新鲜 加盟店 菜品 没有 长期 冰冻 菜 中午 老板 带 一次性 手套 串 菜 卫生 加盟店 卫生 味道 各为 保障 老板 年轻 随和 价格 实惠 吃货 支持 想 吃 串串香 土炮 李记 串串香 这家 店
0,好吃 贵   老板 态度     稀饭 吃       稀饭 不像 店里 加 芡粉   吃 碗
1,卫生 不行 吃 出 头发丝
0,味道 不错 太 便宜 值得 值得
0,好吃 贵 价格 实惠
